"player_id","match_date","tournament_name","surface","round","opponent_id","opponent_name","result","winner_id","winner_name","score"
"100770","1994-02-28","Copenhagen","Carpet","R32","101084","101084.0","W","100770","100770.0","n/a"
"100770","1993-10-11","Bolzano","Carpet","R16","101249","101249.0","L","101249","101249.0","n/a"
"100770","1993-10-11","Bolzano","Carpet","R32","101962","101962.0","W","100770","100770.0","n/a"
"100770","1993-06-21","Wimbledon","Grass","R128","102446","102446.0","L","102446","102446.0","n/a"
"100770","1993-06-07","Rosmalen","Grass","R32","101611","101611.0","L","101611","101611.0","n/a"
"100770","1993-01-11","Auckland","Hard","R32","101233","101233.0","L","101233","101233.0","n/a"
"100772","1994-01-10","Auckland","Hard","R32","101084","101084.0","L","101084","101084.0","n/a"
"100772","1993-08-16","New Haven","Hard","R64","101736","101736.0","L","101736","101736.0","n/a"
"100772","1993-01-11","Auckland","Hard","QF","101409","101409.0","L","101409","101409.0","n/a"
"100772","1993-01-11","Auckland","Hard","R16","101214","101214.0","W","100772","100772.0","n/a"
"100772","1993-01-11","Auckland","Hard","R32","100837","100837.0","W","100772","100772.0","n/a"
"100772","1992-08-17","Indianapolis","Hard","R64","101611","101611.0","L","101611","101611.0","n/a"
"100772","1992-04-20","Seoul","Hard","R32","101150","101150.0","L","101150","101150.0","n/a"
"100772","1992-04-06","Tokyo Outdoor","Hard","R32","101222","101222.0","L","101222","101222.0","n/a"
"100772","1992-04-06","Tokyo Outdoor","Hard","R64","101500","101500.0","W","100772","100772.0","n/a"
"100772","1992-01-06","Auckland","Hard","QF","101205","101205.0","L","101205","101205.0","n/a"
"100773","1993-06-21","Wimbledon","Grass","R128","101195","101195.0","L","101195","101195.0","n/a"
"100782","1992-08-17","Indianapolis","Hard","R64","100529","100529.0","L","100529","100529.0","n/a"
"100782","1992-07-20","Hilversum","Clay","R32","101071","101071.0","L","101071","101071.0","n/a"
"100782","1992-05-04","Charlotte","Clay","R32","101774","101774.0","L","101774","101774.0","n/a"
"100782","1992-04-27","Atlanta","Clay","SF","101736","101736.0","L","101736","101736.0","n/a"
"100782","1992-04-27","Atlanta","Clay","QF","101334","101334.0","W","100782","100782.0","n/a"
"100782","1992-04-27","Atlanta","Clay","R16","101613","101613.0","W","100782","100782.0","n/a"
"100782","1992-04-27","Atlanta","Clay","R32","101593","101593.0","W","100782","100782.0","n/a"
"100782","1992-04-13","Tampa","Clay","R32","101214","101214.0","L","101214","101214.0","n/a"
"100782","1992-03-02","Copenhagen","Carpet","R16","101500","101500.0","L","101500","101500.0","n/a"
"100782","1992-03-02","Copenhagen","Carpet","R32","101733","101733.0","W","100782","100782.0","n/a"
"100790","1991-03-15","Miami Masters","Hard","R64","101222","101222.0","L","101222","101222.0","n/a"
"100790","1991-03-15","Miami Masters","Hard","R128","100286","100286.0","W","100790","100790.0","n/a"
"100800","1994-10-31","Montevideo","Clay","R32","101582","101582.0","L","101582","101582.0","n/a"
"100800","1993-11-08","Buenos Aires","Clay","R16","102238","102238.0","L","102238","102238.0","n/a"
"100800","1993-11-08","Buenos Aires","Clay","R32","101276","101276.0","W","100800","100800.0","n/a"
"100800","1993-08-02","Kitzbuhel","Clay","R32","101507","101507.0","L","101507","101507.0","n/a"
"100800","1993-08-02","Kitzbuhel","Clay","R64","101174","101174.0","W","100800","100800.0","n/a"
"100800","1993-07-05","Bastad","Clay","R32","101507","101507.0","L","101507","101507.0","n/a"
"100800","1993-06-21","Wimbledon","Grass","R128","100936","100936.0","L","100936","100936.0","n/a"
"100800","1993-06-14","Genova","Clay","R32","101511","101511.0","L","101511","101511.0","n/a"
"100800","1993-05-24","Roland Garros","Clay","R128","101185","101185.0","L","101185","101185.0","n/a"
"100800","1993-05-03","Tampa","Clay","R32","101543","101543.0","L","101543","101543.0","n/a"
"100809","1991-08-05","Prague","Clay","R16","101276","101276.0","L","101276","101276.0","n/a"
"100809","1991-08-05","Prague","Clay","R32","102026","102026.0","W","100809","100809.0","n/a"
"100809","1991-07-08","Bastad","Clay","R32","100944","100944.0","L","100944","100944.0","n/a"
"100809","1991-06-24","Wimbledon","Grass","R128","101965","101965.0","L","101965","101965.0","n/a"
"100809","1991-05-13","Rome Masters","Clay","R32","101440","101440.0","L","101440","101440.0","n/a"
"100809","1991-05-13","Rome Masters","Clay","R64","101138","101138.0","W","100809","100809.0","n/a"
"100809","1991-05-06","Hamburg Masters","Clay","R64","101063","101063.0","L","101063","101063.0","n/a"
"100809","1991-04-29","Munich","Clay","R32","101649","101649.0","L","101649","101649.0","n/a"
"100809","1991-04-22","Monte Carlo Masters","Clay","R32","101387","101387.0","L","101387","101387.0","n/a"
"100809","1991-04-22","Monte Carlo Masters","Clay","R64","101106","101106.0","W","100809","100809.0","n/a"
"100815","1994-04-04","Tokyo Outdoor","Hard","R32","101890","101890.0","L","101890","101890.0","n/a"
"100815","1994-04-04","Tokyo Outdoor","Hard","R64","101412","101412.0","W","100815","100815.0","n/a"
"100815","1993-06-07","Queen's Club","Grass","R64","101920","101920.0","L","101920","101920.0","n/a"
"100815","1993-02-22","Scottsdale","Hard","R32","101230","101230.0","L","101230","101230.0","n/a"
"100815","1992-10-05","Sydney Indoor","Hard","R32","101510","101510.0","L","101510","101510.0","n/a"
"100815","1992-10-05","Sydney Indoor","Hard","R64","101214","101214.0","W","100815","100815.0","n/a"
"100815","1992-06-08","Queen's Club","Grass","R64","101774","101774.0","L","101774","101774.0","n/a"
