player_id,player_name,elo,elo_rank,elo_change_10,elo_rank_change_10,atp_rank,atp_points,hard_elo,hard_elo_rank,hard_elo_change_10,hard_elo_rank_change_10,clay_elo,clay_elo_rank,clay_elo_change_10,clay_elo_rank_change_10,grass_elo,grass_elo_rank,grass_elo_change_10,grass_elo_rank_change_10,carpet_elo,carpet_elo_rank,carpet_elo_change_10,carpet_elo_rank_change_10,matches_played,is_active
128034,Hubert Hurkacz,1709.1054356910897,51.0,10.68690789545417,2.0,99.0,600.0,1672.3798947130522,61.0,-85.47218642108214,-37.0,1662.549761717308,47.0,-31.420186203020876,-15.0,1622.5310564825525,56.0,-21.54104934719544,-16.0,,,,,402.0,True
103602,Fernando Gonzalez,1707.8429731697456,52.0,-81.70684002497956,-29.0,,,1705.19657156169,40.0,-86.88855387729791,-24.0,1770.246101497019,13.0,-62.23273828013998,-6.0,1603.7570590788089,69.0,7.516560817556865,-25.0,1554.2321167423017,68.0,16.127594215332465,8.0,532.0,False
209260,Luciano Darderi,1702.1412077911455,53.0,42.045148969532875,25.0,17.0,2260.0,1500.0074970155429,515.0,92.22450726641773,1091.0,1714.0734024003314,25.0,23.718232582270502,9.0,1468.3216539099635,976.0,-32.59788392717064,-642.0,,,,,154.0,True
105238,Alexandr Dolgopolov,1700.8407786439047,54.0,-10.82571621330726,-4.0,,,1663.6666426528757,67.0,-15.724452619251224,-18.0,1648.7626748977902,56.0,-31.242515986298258,-20.0,1560.0201410038992,122.0,-6.712377329643459,-33.0,,,,,412.0,False
111815,Cameron Norrie,1699.9057640731405,55.0,-45.77415134409716,-14.0,24.0,1785.0,1694.9554516389655,45.0,42.43971875369948,29.0,1674.194444145976,40.0,-31.475498370742343,-12.0,1562.5237388035869,119.0,-26.77040292402353,-39.0,,,,,446.0,True
126610,Matteo Berrettini,1698.1927450056762,56.0,2.8902786991318408,2.0,105.0,585.0,1681.2290889228063,58.0,0.812336592371139,-4.0,1719.5548811014723,21.0,-22.45926410323682,-6.0,1707.8012445130264,18.0,-32.38343174995748,-9.0,,,,,343.0,True
111202,Hyeon Chung,1695.8093865209064,57.0,18.30535065005529,4.0,519.0,81.0,1656.0281760032176,71.0,16.939550976239616,2.0,1599.5064284976181,106.0,9.107696600778354,-1.0,1486.8759587131785,722.0,,,,,,,146.0,True
200005,Ugo Humbert,1693.8841324164623,58.0,2.456572504061114,-4.0,32.0,1370.0,1712.2797547908106,39.0,-33.890952480114265,-12.0,1443.0980168757985,1410.0,13.664117235150343,-19.0,1586.773548349364,84.0,42.32246571950964,63.0,,,,,346.0,True
103285,Radek Stepanek,1684.827005750011,59.0,9.04123465318662,7.0,,,1638.6711520812587,90.0,16.226629957568548,-12.0,1591.604706315493,116.0,10.768557385586746,-11.0,1616.829019964254,59.0,-34.136827147283384,-25.0,1600.0197491973456,35.0,1.3046849449767706,-5.0,654.0,False
105777,Grigor Dimitrov,1684.094112211629,60.0,-7.955276408819145,-1.0,168.0,355.0,1725.1013466828833,35.0,-74.70880808835818,-17.0,1626.1745780107574,76.0,-95.54727171995978,-53.0,1646.881721304602,41.0,19.57448828706538,10.0,,,,,787.0,True
103264,Mariano Puerta,1679.3214402337328,61.0,39.473240298219935,7.0,,,1473.2840071029577,1170.0,34.34482971317129,-457.0,1707.112556422951,28.0,-1.9870876505947308,-10.0,1452.1575596190712,1103.0,,,1477.269673536418,466.0,-32.057679893318436,-370.0,235.0,False
144684,Alex Molcan,1678.7243760998642,62.0,7.32009416496453,7.0,110.0,571.0,1528.1144077464799,300.0,43.071949722964746,568.0,1666.915758342045,44.0,13.583119071857027,9.0,1503.311648488995,345.0,28.31479639342524,379.0,,,,,110.0,True
103507,Juan Carlos Ferrero,1678.4333907074897,63.0,-6.858201307032687,-11.0,,,1630.3881432817352,97.0,-29.892252711611036,-46.0,1696.8729561177363,32.0,-48.04977251207583,-17.0,1624.7687484959304,55.0,-11.644450993465853,-25.0,1542.2585007947202,79.0,-12.19126873572327,-21.0,700.0,False
210506,Alex Michelsen,1677.9555320083177,64.0,19.13387904523779,16.0,42.0,1115.0,1687.8527786098414,51.0,59.43840257194552,46.0,1490.5065263518575,673.0,28.78582236640659,525.0,1547.6523174964004,145.0,22.81367983312566,46.0,,,,,164.0,True
103344,Ivan Ljubicic,1676.2763431962726,65.0,-93.79288940903007,-34.0,,,1640.1865504078903,85.0,-62.784555512181214,-50.0,1699.0532695775053,31.0,-34.35832788306084,-15.0,1535.8965524405432,173.0,7.229020897221744,-60.0,1641.025154122084,23.0,12.624948972434368,1.0,673.0,False
101793,Jim Courier,1675.9041716263343,66.0,-53.23577964600008,-43.0,,,1631.359119373044,96.0,-43.915787907662434,-72.0,1644.0855616823928,59.0,-21.279659919839787,-34.0,1569.0926745010431,109.0,-6.516960688227755,-90.0,1647.25369641022,20.0,15.084811703315609,-1.0,521.0,False
103498,Marat Safin,1675.5307129581913,67.0,73.61701229277332,33.0,,,1650.2652317693205,75.0,62.18937819492339,18.0,1616.7604341652818,90.0,-48.15855991636772,-54.0,1633.5802941224065,49.0,17.81663586224886,-21.0,1670.419335418636,13.0,-20.906992072249068,-3.0,627.0,False
200473,Valentin Vacherot,1674.9836774509486,68.0,7.118686356654962,8.0,19.0,2103.0,1640.0617693624504,86.0,-12.417834020299551,-12.0,1530.202247733452,270.0,58.03653557130542,789.0,,,,,,,,,46.0,True
103970,David Ferrer,1674.4723002155154,69.0,60.807827341019674,52.0,,,1687.452993340935,52.0,-24.912082053307813,-17.0,1715.899567613155,24.0,-25.02630015611726,-6.0,1593.3181032651803,76.0,-41.16537241394144,-35.0,1497.0520586150021,221.0,-10.464111710683028,-94.0,1073.0,False
100581,John McEnroe,1670.3023515693853,70.0,9.741953536728033,-52.0,,,1647.8559836472248,77.0,26.394261474732502,-63.0,1470.7209593281286,1161.0,,,1577.0787305719102,98.0,73.24455985062946,-54.0,1559.3551172825223,62.0,-1.5409280170290458,-48.0,89.0,False
